"gene_name"	"n_syn"	"n_mis"	"n_non"	"n_spl"	"n_ind"	"wmis_cv"	"wnon_cv"	"wspl_cv"	"wind_cv"	"pmis_cv"	"ptrunc_cv"	"pallsubs_cv"	"pind_cv"	"qmis_cv"	"qtrunc_cv"	"qallsubs_cv"	"qind_cv"	"pglobal_cv"	"qglobal_cv"
"MLH1"	0	0	0	0	0	0	0	0	0	0.881452584197354	0.964958287380196	0.987988108527398	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927566627126	0.999999999886752
"MALT1"	0	0	0	0	0	0	0	0	0	0.881303380417995	0.96548672699705	0.987988787743102	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927574834955	0.999999999886752
"LRRC4"	0	0	0	0	0	0	0	0	0	0.877417003716431	0.984556524779114	0.987989691339964	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927585753543	0.999999999886752
"FZD5"	0	0	0	0	0	0	0	0	0	0.877671732282682	0.982659674455616	0.987990604850202	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927596791078	0.999999999886752
"CD44"	0	0	0	0	0	0	0	0	0	0.880629578680116	0.967973823022457	0.987991004871579	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927601624092	0.999999999886752
"GLB1"	0	0	0	0	0	0	0	0	0	0.881163613140307	0.966155985542652	0.987998183038276	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927688322369	0.999999999886752
"ELN"	0	0	0	0	0	0	0	0	0	0.884463095886593	0.956088788283239	0.987998612122627	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927693503221	0.999999999886752
"ALOX15"	0	0	0	0	0	0	0	0	0	0.880645351406222	0.968094823527013	0.987999980021965	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927710018271	0.999999999886752
"KLHL35"	0	0	0	0	0	0	0	0	0	0.878600713240186	0.977302351147205	0.988002559193638	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927741152217	0.999999999886752
"CDH8"	0	0	0	0	0	0	0	0	0	0.879951426103685	0.97093869882903	0.988003776568702	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927755845173	0.999999999886752
"DGKB"	0	0	0	0	0	0	0	0	0	0.881901033330851	0.963765005785318	0.988005595688321	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927777798014	0.999999999886752
"SLC27A4"	0	0	0	0	0	0	0	0	0	0.880067901995244	0.970587227657294	0.988009836436934	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927828961677	0.999999999886752
"LCMT2"	0	0	0	0	0	0	0	0	0	0.878374378705705	0.978797657883	0.988010170521553	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927832991558	0.999999999886752
"KIF18A"	0	0	0	0	0	0	0	0	0	0.880783280394322	0.967819072162948	0.988012172658367	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927857139879	0.999999999886752
"FAM20C"	0	0	0	0	0	0	0	0	0	0.88000750510161	0.970899943283049	0.988012631492416	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992786267343	0.999999999886752
"DGKA"	0	0	0	0	0	0	0	0	0	0.881987741905488	0.963633265509415	0.988014285275007	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927882616328	0.999999999886752
"GUCY1A2"	0	0	0	0	0	0	0	0	0	0.879346116512377	0.973910073817232	0.988016241377171	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927906201311	0.999999999886752
"EFCC1"	0	0	0	0	0	0	0	0	0	0.87922990806006	0.974478764818324	0.988016925187267	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927914445186	0.999999999886752
"TAF4B"	0	0	0	0	0	0	0	0	0	0.880239702823837	0.970046930064764	0.988017365890751	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927919757967	0.999999999886752
"DCAF15"	0	0	0	0	0	0	0	0	0	0.880169759576211	0.970338515698974	0.988017665120437	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927923365137	0.999999999886752
"RPS6KA5"	0	0	0	0	0	0	0	0	0	0.881270400444703	0.966167120980952	0.988018749505928	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927936436486	0.999999999886752
"TNFAIP2"	0	0	0	0	0	0	0	0	0	0.880332551570114	0.969738281822373	0.988020443696827	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992795685614	0.999999999886752
"LARP1B"	0	0	0	0	0	0	0	0	0	0.881758465897223	0.964518883578111	0.988021071737064	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927964425012	0.999999999886752
"TRMT2A"	0	0	0	0	0	0	0	0	0	0.880082883909636	0.970780448188027	0.988021466522209	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927969182589	0.999999999886752
"NOA1"	0	0	0	0	0	0	0	0	0	0.878867152325133	0.97641547510172	0.988021617903812	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927971006855	0.999999999886752
"SLC7A4"	0	0	0	0	0	0	0	0	0	0.878289934991729	0.979665149734566	0.988021948341709	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927974988808	0.999999999886752
"COG3"	0	0	0	0	0	0	0	0	0	0.882265774589475	0.9628688915624	0.988022241647887	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999927978523211	0.999999999886752
"DPP10"	0	0	0	0	0	0	0	0	0	0.883076379841461	0.960389055186848	0.988024099523912	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928000909	0.999999999886752
"DPYSL3"	0	0	0	0	0	0	0	0	0	0.880342076773721	0.969881848509037	0.988028972736171	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928059610366	0.999999999886752
"ZNF746"	0	0	0	0	0	0	0	0	0	0.878958787215813	0.976151801847951	0.988029395989538	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928064707624	0.999999999886752
"TBC1D14"	0	0	0	0	0	0	0	0	0	0.880695380087292	0.968502040231171	0.98802944144981	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928065255093	0.999999999886752
"ZNF721"	0	0	0	0	0	0	0	0	0	0.879458184184362	0.973805383630344	0.988033290346835	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928111599027	0.999999999886752
"DCBLD2"	0	0	0	0	0	0	0	0	0	0.880817995860718	0.968178257826067	0.988036550151658	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928150838072	0.999999999886752
"FZD7"	0	0	0	0	0	0	0	0	0	0.87773384492732	0.984077680789183	0.988039192674724	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928182638857	0.999999999886752
"CAPN8"	0	0	0	0	0	0	0	0	0	0.881954859011815	0.964194558488491	0.988039650932989	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928188152932	0.999999999886752
"SLC4A1AP"	0	0	0	0	0	0	0	0	0	0.881401322512769	0.966122493550886	0.988040873945491	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928202868011	0.999999999886752
"ACADVL"	0	0	0	0	0	0	0	0	0	0.8816898328337	0.965168272854478	0.988043764297489	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928237638221	0.999999999886752
"MMP24"	0	0	0	0	0	0	0	0	0	0.879879163582651	0.972157585803304	0.988043970498649	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928240118446	0.999999999886752
"COL9A3"	0	0	0	0	0	0	0	0	0	0.883495365200981	0.959482313918501	0.988044616658313	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928247890293	0.999999999886752
"CCDC116"	0	0	0	0	0	0	0	0	0	0.878457581920806	0.979483790948574	0.988048340149835	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928292667287	0.999999999886752
"GLIS1"	0	0	0	0	0	0	0	0	0	0.879139114353521	0.975764600699095	0.988049316492499	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928304406012	0.999999999886752
"USP29"	0	0	0	0	0	0	0	0	0	0.878950799287923	0.9767637371289	0.988050243708074	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928315553181	0.999999999886752
"KIF2C"	0	0	0	0	0	0	0	0	0	0.882193853812638	0.963671549314273	0.988054722428354	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992836938499	0.999999999886752
"ZNF546"	0	0	0	0	0	0	0	0	0	0.881064584279911	0.967636517387649	0.988055789072531	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928382202486	0.999999999886752
"MUC5AC"	0	0	0	0	0	0	0	0	0	0.881548154367458	0.965898724050563	0.988056468725094	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928390369036	0.999999999886752
"CHFR"	0	0	0	0	0	0	0	0	0	0.881677436467607	0.965479044041588	0.988058200457882	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992841117503	0.999999999886752
"SLC5A10"	0	0	0	0	0	0	0	0	0	0.880531299277984	0.969757620735125	0.988058794660883	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928418313414	0.999999999886752
"MTMR10"	0	0	0	0	0	0	0	0	0	0.881063763655169	0.967716279407464	0.988059641153331	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928428482028	0.999999999886752
"TARS2"	0	0	0	0	0	0	0	0	0	0.881831384280944	0.965010287156655	0.988061555364161	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992845147409	0.999999999886752
"CDH18"	0	0	0	0	0	0	0	0	0	0.880517002782762	0.969877046682627	0.988061703247299	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928453250197	0.999999999886752
"SMEK1"	0	0	0	0	0	0	0	0	0	0.880747803400408	0.968982224929493	0.98806261186496	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928464162396	0.999999999886752
"GGN"	0	0	0	0	0	0	0	0	0	0.877735335686078	0.985140896139915	0.988064883203091	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928491436764	0.999999999886752
"GTSE1"	0	0	0	0	0	0	0	0	0	0.879741723659827	0.973276063818431	0.988065337296312	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928496888917	0.999999999886752
"LNX1"	0	0	0	0	0	0	0	0	0	0.880429479336645	0.970335520402912	0.988066511643877	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928510987967	0.999999999886752
"CRTC2"	0	0	0	0	0	0	0	0	0	0.880180535927608	0.971430286859206	0.988069078411954	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928541799362	0.999999999886752
"LEPREL1"	0	0	0	0	0	0	0	0	0	0.881154365030709	0.967577382216001	0.988069628221004	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928548398384	0.999999999886752
"MID1"	0	0	0	0	0	0	0	0	0	0.880026729511687	0.972129637475208	0.98807067642358	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992856097847	0.999999999886752
"MAP4K5"	0	0	0	0	0	0	0	0	0	0.882934308960422	0.961620158604241	0.988072554894285	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928583520303	0.999999999886752
"HSPA4L"	0	0	0	0	0	0	0	0	0	0.882160840540445	0.964099796651791	0.988072632964825	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992858445708	0.999999999886752
"NCSTN"	0	0	0	0	0	0	0	0	0	0.881586044102625	0.966120453701648	0.988075248645362	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928615839349	0.999999999886752
"COL4A3BP"	0	0	0	0	0	0	0	0	0	0.88133715843923	0.967022065377795	0.988075608906505	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928620161127	0.999999999886752
"PLEKHM3"	0	0	0	0	0	0	0	0	0	0.879807462093934	0.973302779950865	0.988078900730005	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928659644546	0.999999999886752
"PCSK1"	0	0	0	0	0	0	0	0	0	0.881118506996421	0.967913210320094	0.988079744035104	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928669757713	0.999999999886752
"IL4I1"	0	0	0	0	0	0	0	0	0	0.879664423093126	0.97401400981566	0.988080889953462	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928683498754	0.999999999886752
"BRDT"	0	0	0	0	0	0	0	0	0	0.88146800464744	0.966652099133099	0.988080989332964	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992868469038	0.999999999886752
"TMCO3"	0	0	0	0	0	0	0	0	0	0.880473115077012	0.970602682138238	0.988086987390993	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928756592559	0.999999999886752
"LRRC43"	0	0	0	0	0	0	0	0	0	0.881315995417125	0.967326554753137	0.988087183187239	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928758939068	0.999999999886752
"SDHA"	0	0	0	0	0	0	0	0	0	0.882183435719637	0.964289853471635	0.988087402130388	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928761562933	0.999999999886752
"CIRH1A"	0	0	0	0	0	0	0	0	0	0.88137999558764	0.967099459706681	0.988087576142337	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928763648299	0.999999999886752
"IL12RB1"	0	0	0	0	0	0	0	0	0	0.881403608943267	0.967065914720789	0.988090272324111	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928795955515	0.999999999886752
"ZNF749"	0	0	0	0	0	0	0	0	0	0.880579726855028	0.970259899977409	0.988091310859238	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928808397884	0.999999999886752
"ASPH"	0	0	0	0	0	0	0	0	0	0.882360275219694	0.963820930595844	0.988093994484225	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928840544511	0.999999999886752
"RRM1"	0	0	0	0	0	0	0	0	0	0.882580711389833	0.963105126927997	0.988094146529848	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928842365618	0.999999999886752
"DTX2"	0	0	0	0	0	0	0	0	0	0.879302470850689	0.976255151905997	0.988098689953396	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.9999288967731	0.999999999886752
"TMEM214"	0	0	0	0	0	0	0	0	0	0.88171577014866	0.966127850088173	0.988099821674714	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928910322209	0.999999999886752
"ZSWIM3"	0	0	0	0	0	0	0	0	0	0.878716170542182	0.979557414027099	0.98810017368876	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928914536301	0.999999999886752
"TGFBI"	0	0	0	0	0	0	0	0	0	0.881427740017034	0.967283179332233	0.988105861912893	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999928982614774	0.999999999886752
"HIF1A"	0	0	0	0	0	0	0	0	0	0.881089968200885	0.968581943617577	0.988107390300709	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929000901424	0.999999999886752
"OSBPL8"	0	0	0	0	0	0	0	0	0	0.882524528512427	0.963522628697339	0.988107561266156	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929002946821	0.999999999886752
"SEMA3D"	0	0	0	0	0	0	0	0	0	0.882267485937068	0.964452625597976	0.988112005944568	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992905611171	0.999999999886752
"ZNF778"	0	0	0	0	0	0	0	0	0	0.879879917184105	0.973804709666623	0.988113238440966	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929070850639	0.999999999886752
"LRFN3"	0	0	0	0	0	0	0	0	0	0.877842474201389	0.986408870052065	0.988113529304439	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929074328734	0.999999999886752
"SEL1L"	0	0	0	0	0	0	0	0	0	0.88303008184992	0.962055736104814	0.988116041545779	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929104366117	0.999999999886752
"ZNF227"	0	0	0	0	0	0	0	0	0	0.879656415915658	0.974956326850179	0.988116714105128	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929112406428	0.999999999886752
"KCTD3"	0	0	0	0	0	0	0	0	0	0.881093253117423	0.968791078435127	0.988118180579826	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929129936248	0.999999999886752
"DCBLD1"	0	0	0	0	0	0	0	0	0	0.881726012439418	0.966443739851958	0.988118279646028	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929131120378	0.999999999886752
"CCDC15"	0	0	0	0	0	0	0	0	0	0.882130755907718	0.965034299517269	0.988118509657501	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929133869649	0.999999999886752
"STAT1"	0	0	0	0	0	0	0	0	0	0.882825908390186	0.9627433341266	0.988118589218	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929134820604	0.999999999886752
"TAF6L"	0	0	0	0	0	0	0	0	0	0.880782867045486	0.970054664769141	0.988119985565414	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929151509542	0.999999999886752
"NCAM2"	0	0	0	0	0	0	0	0	0	0.882144039692541	0.96502083430317	0.988120243779475	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929154595462	0.999999999886752
"ALOX12"	0	0	0	0	0	0	0	0	0	0.88107187130405	0.96900010658161	0.988124276465949	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929202781403	0.999999999886752
"ANAPC4"	0	0	0	0	0	0	0	0	0	0.883855661081235	0.95971057518569	0.988124939583637	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929210703317	0.999999999886752
"FZD9"	0	0	0	0	0	0	0	0	0	0.878821112810771	0.979731423261194	0.988125728914215	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929220132449	0.999999999886752
"CAPN14"	0	0	0	0	0	0	0	0	0	0.88272499259301	0.963241616359443	0.988128622587942	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992925469411	0.999999999886752
"HAUS5"	0	0	0	0	0	0	0	0	0	0.881515591114912	0.967429913554694	0.9881297081367	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929267657576	0.999999999886752
"CPNE5"	0	0	0	0	0	0	0	0	0	0.883497199479012	0.960864615834336	0.988130541125838	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929277604203	0.999999999886752
"DDX17"	0	0	0	0	0	0	0	0	0	0.881741775696634	0.966635283680317	0.988131175830802	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929285182671	0.999999999886752
"MTMR11"	0	0	0	0	0	0	0	0	0	0.881225736834918	0.968549856401391	0.988131242703902	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929285981121	0.999999999886752
"DIEXF"	0	0	0	0	0	0	0	0	0	0.881166040040938	0.968819308214416	0.988133179925929	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929309109176	0.999999999886752
"GPR155"	0	0	0	0	0	0	0	0	0	0.881267545154444	0.968464054118684	0.98813486587939	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.9999293292343	0.999999999886752
"ANKRD13D"	0	0	0	0	0	0	0	0	0	0.880909103063215	0.969929698651808	0.988137858489361	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929364949821	0.999999999886752
"ZNF484"	0	0	0	0	0	0	0	0	0	0.880735072418737	0.970686450650348	0.988140088254741	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929391555225	0.999999999886752
"SLC6A2"	0	0	0	0	0	0	0	0	0	0.881253729815893	0.968652321373494	0.988141479028252	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929408147289	0.999999999886752
"SLC6A18"	0	0	0	0	0	0	0	0	0	0.88092455649539	0.969976724658032	0.988142953153389	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929425731609	0.999999999886752
"SLC5A1"	0	0	0	0	0	0	0	0	0	0.88115184619232	0.969129693252103	0.988145484630608	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929455923579	0.999999999886752
"GOLGA6C"	0	0	0	0	0	0	0	0	0	0.882739491896362	0.963492351609064	0.988145577242062	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929457027998	0.999999999886752
"GOLGA6B"	0	0	0	0	0	0	0	0	0	0.882740244357824	0.963492351608864	0.988145716196355	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929458685052	0.999999999886752
"ZNF317"	0	0	0	0	0	0	0	0	0	0.881414312168094	0.968207977469237	0.988149702815201	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929506217863	0.999999999886752
"SLITRK6"	0	0	0	0	0	0	0	0	0	0.879342194405838	0.9774699506829	0.988149896790162	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929508530233	0.999999999886752
"KIF3B"	0	0	0	0	0	0	0	0	0	0.880803813475772	0.970659594027131	0.988151778485681	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.9999295309599	0.999999999886752
"FBXO46"	0	0	0	0	0	0	0	0	0	0.878409521342294	0.983481090886473	0.988154058384375	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929558131316	0.999999999886752
"ZNF304"	0	0	0	0	0	0	0	0	0	0.88065607224422	0.971337647375534	0.988154563651395	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929564152284	0.999999999886752
"C7"	0	0	0	0	0	0	0	0	0	0.882667973110073	0.963904262055918	0.988155607818109	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929576594182	0.999999999886752
"SV2C"	0	0	0	0	0	0	0	0	0	0.881294677885266	0.968871771800238	0.9881597895097	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992962641059	0.999999999886752
"LRRC32"	0	0	0	0	0	0	0	0	0	0.878212057155321	0.985406925582788	0.988162685928582	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929660905197	0.999999999886752
"PWWP2B"	0	0	0	0	0	0	0	0	0	0.878590659487122	0.982645423315978	0.988166780138945	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929709650298	0.999999999886752
"PABPC1L"	0	0	0	0	0	0	0	0	0	0.881921965883349	0.966680198347673	0.988167043474982	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929712784959	0.999999999886752
"NUAK2"	0	0	0	0	0	0	0	0	0	0.880070243782812	0.974323749804148	0.988170148568845	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929749741638	0.999999999886752
"MAATS1"	0	0	0	0	0	0	0	0	0	0.882764679104633	0.963851150122089	0.988170488150634	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929753782732	0.999999999886752
"RNF112"	0	0	0	0	0	0	0	0	0	0.881152295727569	0.969682643184002	0.98817185284553	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99992977002171	0.999999999886752
"EDEM1"	0	0	0	0	0	0	0	0	0	0.881368911004555	0.968835885602094	0.98817193096481	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929770951221	0.999999999886752
"PASD1"	0	0	0	0	0	0	0	0	0	0.882264822345922	0.965587872002452	0.988173228813644	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929786392923	0.999999999886752
"GATA6"	0	0	0	0	0	0	0	0	0	0.879530563800592	0.977117730936818	0.988173272180225	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929786908866	0.999999999886752
"MPEG1"	0	0	0	0	0	0	0	0	0	0.879019200860787	0.980050734555554	0.988173508184501	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929789716632	0.999999999886752
"RNPEP"	0	0	0	0	0	0	0	0	0	0.880957846663467	0.970533958906462	0.988174949043633	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929806857456	0.999999999886752
"ADCK3"	0	0	0	0	0	0	0	0	0	0.881429876564966	0.968706514810245	0.988177044578538	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929831782718	0.999999999886752
"MPHOSPH8"	0	0	0	0	0	0	0	0	0	0.881386286719751	0.968892464001962	0.98817791535147	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929842138787	0.999999999886752
"ARAF"	0	0	0	0	0	0	0	0	0	0.881184380851704	0.969734151975672	0.988180284085422	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929870306166	0.999999999886752
"TKT"	0	0	0	0	0	0	0	0	0	0.881109322443671	0.970035314537997	0.9881803203895	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929870737826	0.999999999886752
"ADAD2"	0	0	0	0	0	0	0	0	0	0.88087557304729	0.971034536367137	0.988182233318403	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929893480866	0.999999999886752
"SLC26A4"	0	0	0	0	0	0	0	0	0	0.88227099113473	0.965778801613566	0.988184555597513	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929921085743	0.999999999886752
"DNAI1"	0	0	0	0	0	0	0	0	0	0.88270929905657	0.964303254922093	0.988185504345119	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929932361914	0.999999999886752
"FSD2"	0	0	0	0	0	0	0	0	0	0.881962893669604	0.966890458767997	0.988185507460607	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929932398941	0.999999999886752
"C19orf68"	0	0	0	0	0	0	0	0	0	0.879792378093931	0.976135444450221	0.988187271386221	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929953361337	0.999999999886752
"DDX26B"	0	0	0	0	0	0	0	0	0	0.882194278924892	0.966125633185262	0.988188678205777	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999929970077647	0.999999999886752
"KHNYN"	0	0	0	0	0	0	0	0	0	0.880294888302559	0.973932422148378	0.988196840035768	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930067019783	0.999999999886752
"GOLGA6A"	0	0	0	0	0	0	0	0	0	0.883065263405228	0.963360097040503	0.988198133387035	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930082375375	0.999999999886752
"KCNC1"	0	0	0	0	0	0	0	0	0	0.879551289998785	0.97778744704353	0.988200659252369	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930112359375	0.999999999886752
"SLC3A2"	0	0	0	0	0	0	0	0	0	0.880705261172063	0.972269826274944	0.988204644536049	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930159654685	0.999999999886752
"SEMA3A"	0	0	0	0	0	0	0	0	0	0.882463212929285	0.96556318667408	0.9882086667301	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930207371733	0.999999999886752
"KLHL21"	0	0	0	0	0	0	0	0	0	0.879605129399058	0.977737104008785	0.988209139727893	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930212982037	0.999999999886752
"CLOCK"	0	0	0	0	0	0	0	0	0	0.881777301290003	0.968051772585155	0.988209674766169	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.99993021932794	0.999999999886752
"JPH1"	0	0	0	0	0	0	0	0	0	0.88071940244078	0.972334655181817	0.988210092151152	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930224278198	0.999999999886752
"MSLN"	0	0	0	0	0	0	0	0	0	0.881513653731276	0.969161264074132	0.9882146398056	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930278202734	0.999999999886752
"ZNF496"	0	0	0	0	0	0	0	0	0	0.880352524560252	0.974116296476525	0.98821512937196	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930284006597	0.999999999886752
"XKR4"	0	0	0	0	0	0	0	0	0	0.879437940271808	0.97888103144891	0.988215925718153	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930293446851	0.999999999886752
"CDH12"	0	0	0	0	0	0	0	0	0	0.881496742111752	0.969294411292942	0.988217849098515	1	0.978013717198274	0.998104353529444	0.99998495022595	1	0.999930316244839	0.999999999886752
